,text,label,text_token,text_string,text_string_fdist,text_string_lem
171,thank you for wasting my money,0,"['thank', 'wasting', 'money']",thank wasting money,thank wasting money,thank wasting money
172,how can that bethe audio quality is poor,0,"['bethe', 'audio', 'quality', 'poor']",bethe audio quality poor,bethe audio quality poor,bethe audio quality poor
173,the igo chargers and tips are really great,1,"['igo', 'chargers', 'tips', 'really', 'great']",igo chargers tips really great,igo chargers tips really great,igo chargers tips really great
174,the file browser offers all the options that one needshandsfree is great,1,"['file', 'browser', 'offers', 'options', 'one', 'needshandsfree', 'great']",file browser offers options one needshandsfree great,file browser offers options one needshandsfree great,file browser offers options one needshandsfree great
175,superb phone on a great network,1,"['superb', 'phone', 'great', 'network']",superb phone great network,superb phone great network,superb phone great network
176,i connected my wife's bluetooth(motorola hs850) to my phone and it worked like a charm whether the phone was in my pocket or the case,1,"['connected', 'wife', 'bluetooth', 'motorola', 'hs850', 'phone', 'worked', 'like', 'charm', 'whether', 'phone', 'pocket', 'case']",connected wife bluetooth motorola hs850 phone worked like charm whether phone pocket case,connected wife bluetooth motorola hs850 phone worked like charm whether phone pocket case,connected wife bluetooth motorola hs850 phone worked like charm whether phone pocket case
177,i put the latest os on it (v115g) and it now likes to slow to a crawl and lock up every once in a while,0,"['put', 'latest', 'os', 'v115g', 'likes', 'slow', 'crawl', 'lock', 'every']",put latest v115g likes slow crawl lock every,put latest v115g likes slow crawl lock every,put latest v115g likes slow crawl lock every
178,it only recognizes the phone as its storage device,0,"['recognizes', 'phone', 'storage', 'device']",recognizes phone storage device,recognizes phone storage device,recognizes phone storage device
179,if you like a loud buzzing to override all your conversations then this phone is for you,0,"['like', 'loud', 'buzzing', 'override', 'conversations', 'phone']",like loud buzzing override conversations phone,like loud buzzing override conversations phone,like loud buzzing override conversations phone
180,don't buy this product,0,"['buy', 'product']",buy product,buy product,buy product
181,i've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear,0,"['bluetoooth', 'headset', 'time', 'still', 'comfortable', 'way', 'fits', 'ear']",bluetoooth headset time still comfortable way fits ear,bluetoooth headset time still comfortable way fits ear,bluetoooth headset time still comfortable way fits ear
182,the sound quality is good and functionality is awesome,1,"['sound', 'quality', 'good', 'functionality', 'awesome']",sound quality good functionality awesome,sound quality good functionality awesome,sound quality good functionality awesome
183,i have this phone and it is a thorn in my side i really abhor it,0,"['phone', 'thorn', 'side', 'really', 'abhor']",phone thorn side really abhor,phone thorn side really abhor,phone thorn side really abhor
184,i recently had problems where i could not stay connected for more than 10 minutes before being disconnected,0,"['recently', 'problems', 'could', 'stay', 'connected', '10', 'minutes', 'disconnected']",recently problems could stay connected minutes disconnected,recently problems could stay connected minutes disconnected,recently problems could stay connected minutes disconnected
185,incredible,1,['incredible'],incredible,incredible,incredible
186,design flaw,0,"['design', 'flaw']",design flaw,design flaw,design flaw
187,great phone,1,"['great', 'phone']",great phone,great phone,great phone
188,waste of 13 bucks,0,"['waste', '13', 'bucks']",waste bucks,waste bucks,waste bucks
189,but when i check voice mail at night the keypad backlight turns off a few seconds into the first message and then i'm lost,0,"['check', 'voice', 'mail', 'night', 'keypad', 'backlight', 'turns', 'seconds', 'first', 'message', 'lost']",check voice mail night keypad backlight turns seconds first message lost,check voice mail night keypad backlight turns seconds first message lost,check voice mail night keypad backlight turns seconds first message lost
190,the replacement died in a few weeks,0,"['replacement', 'died', 'weeks']",replacement died weeks,replacement died weeks,replacement died weeks
191,any ring toneoverall good phone to buy,1,"['ring', 'toneoverall', 'good', 'phone', 'buy']",ring toneoverall good phone buy,ring toneoverall good phone buy,ring toneoverall good phone buy
192,lately they have been extremely nice and helpful on the phone,1,"['lately', 'extremely', 'nice', 'helpful', 'phone']",lately extremely nice helpful phone,lately extremely nice helpful phone,lately extremely nice helpful phone
193,i have had problems wit hit dropping signal and more,0,"['problems', 'wit', 'hit', 'dropping', 'signal']",problems wit hit dropping signal,problems wit hit dropping signal,problems wit hit dropping signal
194,not impressed,0,['impressed'],impressed,impressed,impressed
195,light weight i hardly notice it is there,1,"['light', 'weight', 'hardly', 'notice']",light weight hardly notice,light weight hardly notice,light weight hardly notice
196,you'll love how thin it is,1,"['love', 'thin']",love thin,love thin,love thin
197,bad choice,0,"['bad', 'choice']",bad choice,bad choice,bad choice
198,the pleather case doesn't fit,0,"['pleather', 'case', 'fit']",pleather case fit,pleather case fit,pleather case fit
199,useless phone simply deaf,0,"['useless', 'phone', 'simply', 'deaf']",useless phone simply deaf,useless phone simply deaf,useless phone simply deaf
200,the color is even prettier than i thought it would be and the graphics are incredibly sharp,1,"['color', 'even', 'prettier', 'thought', 'would', 'graphics', 'incredibly', 'sharp']",color even prettier thought would graphics incredibly sharp,color even prettier thought would graphics incredibly sharp,color even prettier thought would graphics incredibly sharp
201,all in all i think it was a good investment,1,"['think', 'good', 'investment']",think good investment,think good investment,think good investment
202,it makes very strange ticking noises before it ends the call,0,"['makes', 'strange', 'ticking', 'noises', 'ends', 'call']",makes strange ticking noises ends call,makes strange ticking noises ends call,makes strange ticking noises ends call
203,the best electronics of the available fm transmitters,1,"['best', 'electronics', 'available', 'fm', 'transmitters']",best electronics available transmitters,best electronics available transmitters,best electronics available transmitters
204,battery lasts only a few hours,0,"['battery', 'lasts', 'hours']",battery lasts hours,battery lasts hours,battery lasts hours
205,great headset very impressed - h500,1,"['great', 'headset', 'impressed', 'h500']",great headset impressed h500,great headset impressed h500,great headset impressed h500
206,the 12 mega pixel camera being a part of a phone is reasonably good7,1,"['12', 'mega', 'pixel', 'camera', 'part', 'phone', 'reasonably', 'good7']",mega pixel camera part phone reasonably good7,mega pixel camera part phone reasonably good7,mega pixel camera part phone reasonably good7
